mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.29768270944741526,0.518716577540107,1.2656690747705884e-24,0.12847509162201845,2.2117344791409004e-08,0.14483129444407083
