mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.29313725490196074,0.5470588235294118,1.8344341612045859e-09,0.2451500846644312,1.0526782654988437e-06,0.24563687029149173
