trial,n_cut,z_score,left_p_value
1,9.587911379757129,2.6744129990162215,1.0
2,9.59356644118793,2.944316517893789,1.0
3,9.530294939724252,-0.6567256802419457,0.2549019607843137
4,9.616164717017625,0.46465876048087645,0.6274509803921569
5,9.588120002531223,0.23515629226807142,0.6274509803921569
