mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.25023342670401494,0.495798319327731,6.889580099876059e-16,0.08810068948349585,3.288674904656799e-08,0.6658140134365179
