mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.2872549019607843,0.41666666666666663,0.057211455574143644,0.0572114555741438,0.00010650870299981196,0.1463399078784407
