mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.0196078431372549,0.0196078431372549,2.989672179505621e-156,2.989672179505621e-156,1.0919355674609606e-18,1.0919355674609606e-18
