mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.3352007469654528,0.5695611577964519,2.034403656431873e-11,0.039629755316850854,2.026489133523199e-06,0.9285164885998343
