trial,n_cut,z_score,left_p_value
1,9.669765439241162,-7.78491582078232,0.0196078431372549
2,9.657593882524676,-10.198496405386239,0.0196078431372549
3,9.564242546169348,-13.04625023651529,0.0196078431372549
4,9.638968470771884,-9.097894402573488,0.0196078431372549
5,9.627668497304416,-8.127188056870466,0.0196078431372549
