mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.22192513368983954,0.5338680926916222,3.896495112866972e-36,0.23604420344603932,5.0700819992208125e-11,0.17669310193721102
