mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.019607843137254898,0.019607843137254898,1.3594813505004627e-197,1.3594813505004627e-197,2.2890692357306234e-22,2.2890692357306234e-22
