mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.2566844919786096,0.5258467023172905,1.1002863622882933e-44,0.004482656565573222,3.4931555837738463e-11,0.0612192721820396
