mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.24106113033448673,0.5605536332179931,2.982350012001673e-16,0.39592656999982767,1.5833453860813676e-08,0.3265296219967351
