mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.3006535947712418,0.4883286647992531,0.0002059284578868299,0.17628672634246179,4.059083586913681e-06,0.00926528051209649
