trial,n_cut,z_score,left_p_value
1,10.02241401311229,-4.408178640585843,0.0196078431372549
2,10.01032584959398,-4.778258510216014,0.0196078431372549
3,10.026316961318873,-3.737120282960631,0.0196078431372549
4,10.025971998904687,-5.036883296126092,0.0196078431372549
5,10.21374460540266,1.147536643668374,0.9803921568627451
