mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.41432225063938627,0.4654731457800511,1.134415894108106e-15,0.3037451866719824,3.3377690918931337e-05,0.037605450740003675
