mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.18300653594771243,0.49299719887955196,3.1086213537779e-18,0.690228729183307,2.098929546596666e-09,0.33352590998253445
