mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.289760348583878,0.5163398692810459,4.424128428968628e-13,0.8778617921145582,5.103828197136534e-07,0.23441604887906584
