mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.3,0.4882352941176471,0.008592056702021891,0.4186726317586391,1.619279812756931e-05,0.31450266670763904
