mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.019607843137254898,0.019607843137254898,1.5154029251325987e-166,1.5154029251325987e-166,1.3115535917222382e-19,1.3115535917222382e-19
