mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.019607843137254898,0.019607843137254898,7.188706215514872e-177,7.188706215514872e-177,1.577342287358109e-20,1.577342287358109e-20
