mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.29878618113912225,0.6227824463118582,1.5918280904762076e-05,0.03962975531685073,3.7893305009928856e-06,0.30764129984802213
