mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.30481283422459887,0.4233511586452762,2.9533646482492996e-13,0.0005361546174292016,3.4885534748759105e-07,0.0015355072992095393
