trial,n_cut,z_score,left_p_value
1,10.130837987396216,-5.591218196939114,0.0196078431372549
2,10.38812800981641,12.611784806056027,1.0
3,10.340232602976151,11.129200672459184,1.0
4,10.126294261368308,-5.720436864841219,0.0196078431372549
5,10.067152582252188,-9.307011504366436,0.0196078431372549
