trial,n_cut,z_score,left_p_value
1,10.05560513761033,11.214818358272641,1.7244688207637146e-29
2,9.855990138603914,0.2556480282895938,0.39911131457803717
3,10.074859214312426,6.305477017195226,1.4365381829744072e-10
4,10.086101461869287,5.785472327996736,3.615443195253626e-09
5,9.860375686746469,2.0388057413234835,0.020734709545761176
