trial,n_cut,z_score,left_p_value
1,10.082055206640357,3.7731522788821503,1.0
2,10.361431264318771,3.4005630213445963,0.9607843137254902
3,10.088272967400346,3.0729770875872693,1.0
4,10.341372398928316,19.185211822825895,1.0
5,10.018751533830446,1.3002492364784821,0.8823529411764706
