trial,n_cut,z_score,left_p_value
1,8.073564591986573,0.04217382821235248,0.48318006302653377
2,8.084725809032498,1.3921635724933359,0.08193643545035512
3,8.038493590830644,-2.283349940592372,0.011204881738652583
4,8.05140001356957,-0.5497339654787059,0.29125092836659583
5,8.037732461748934,-0.5669434553016012,0.28537629952976484
