mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.25245098039215685,0.5416666666666666,8.501659413025689e-06,0.5641440574359479,2.9840620297317553e-06,0.6423292027544233
