mean_percentiles,range_percentiles,chi2_p_means,chi2_p_ranges,combined_p_means,combined_p_ranges
0.019607843137254898,0.019607843137254898,3.2121427579606284e-187,3.2121427579606284e-187,1.8991756468060826e-21,1.8991756468060826e-21
